sp,sp_num,cell
carica,295,642
stylst,171,642
psycho,154,642
des2pa,157,642
ceibpe,69,642
cecrin,101,642
calolo,45,642
simaam,39,642
paligu,278,642
cordbi,24,642
ingaum,188,642
swars2,139,642
faraoc,126,642
mourmy,158,642
eugeco,85,642
faraoc,126,642
ingath,251,642
tet2pa,25,642
micoar,120,642
ingaum,188,642
des2pa,157,642
faraoc,126,642
faraoc,126,642
faraoc,126,642
ingath,251,642
faraoc,126,642
faraoc,126,642
gar2in,62,642
eugeoe,170,642
tachve,115,642
socrex,182,642
faraoc,126,642
soroaf,150,642
alsebl,14,642
laciag,163,642
ficuin,255,642
des2pa,157,642
cou2cu,164,642
cou2cu,164,642
simaam,39,642
paligu,278,642
des2pa,157,642
protte,4,642
ingaum,188,642
guarsp,168,642
laciag,163,642
des2pa,157,642
mourmy,158,642
zantp1,84,642
paligu,278,642
gar2ma,131,642
soroaf,150,642
hybapr,146,642
alsebl,14,642
tachve,115,642
faraoc,126,642
zantp1,84,642
faraoc,126,642
hirttr,16,642
rinosy,155,642
soroaf,150,642
faraoc,126,642
oenoma,148,642
soroaf,150,642
randar,75,642
virose,57,642
poutre,23,642
virose,57,642
tet2pa,25,642
alsebl,14,642
swars2,139,642
cassel,95,642
ingago,133,642
cassel,95,642
tet2pa,25,642
eugega,166,642
oenoma,148,642
protte,4,642
casesy,123,642
tab2ar,26,642
eugeoe,170,642
loncla,88,642
hybapr,146,642
swars2,139,642
hybapr,146,642
pentma,173,642
tet2pa,25,642
gar2in,62,642
gar2in,62,642
socrex,182,642
paligu,278,642
faraoc,126,642
ingape,186,642
paligu,278,642
protpa,144,642
zantp1,84,642
tab2ar,26,642
tet2pa,25,642
chr2ar,28,642
eugega,166,642
chr2ar,28,642
gar2ma,131,642
paligu,278,642
faraoc,126,642
alsebl,14,642
mourmy,158,642
faraoc,126,642
casesy,123,642
swars2,139,642
gar2ma,131,642
faraoc,126,642
protpa,144,642
micone,243,642
faraoc,126,642
tet2pa,25,642
calolo,45,642
des2pa,157,642
swars2,139,642
chr1ec,179,642
faraoc,126,642
mourmy,158,642
cassel,95,642
rinosy,155,642
maquco,161,642
protpa,144,642
cordbi,24,642
alsebl,14,642
pla1pi,63,642
apeime,30,642
heisco,43,642
sloate,13,642
virose,57,642
pri2co,19,642
calolo,45,642
sloate,13,642
chr1ec,179,642
faraoc,126,642
cou2cu,164,642
psycho,154,642
ingath,251,642
faraoc,126,642
ingasa,151,642
eugeco,85,642
des2pa,157,642
faraoc,126,642
mourmy,158,642
tet2pa,25,642
tet2pa,25,642
socrex,182,642
gar2ma,131,642
rinosy,155,642
cassel,95,642
rinosy,155,642
faraoc,126,642
swars2,139,642
faraoc,126,642
faraoc,126,642
des2pa,157,642
faraoc,126,642
des2pa,157,642
tri2tu,7,642
nectci,90,642
faraoc,126,642
des2pa,157,642
soroaf,150,642
eugeco,85,642
faraoc,126,642
pterro,73,642
pterro,73,642
faraoc,126,642
mourmy,158,642
protte,4,642
mourmy,158,642
faraoc,126,642
faraoc,126,642
alsebl,14,642
faraoc,126,642
picrla,159,642
mourmy,158,642
guatdu,71,642
poutst,41,642
pterro,73,642
sponra,20,642
tab2ar,26,642
ocotce,106,642
hassfl,96,642
protte,4,642
swars2,139,642
eugega,166,642
alsebl,14,642
rinosy,155,642
oenoma,148,642
alsebl,14,642
mourmy,158,642
mourmy,158,642
des2pa,157,642
oenoma,148,642
eugeoe,170,642
mourmy,158,642
eugeoe,170,642
hassfl,96,642
coccma,177,642
protpa,144,642
oenoma,148,642
tri2tu,7,642
virose,57,642
mourmy,158,642
herrpu,165,642
hybapr,146,642
eugeoe,170,642
swars2,139,642
tab1ro,52,642
virose,57,642
eugene,18,642
eugeoe,170,642
protpa,144,642
beilpe,9,642
faraoc,126,642
swars2,139,642
herrpu,165,642
protpa,144,642
cassel,95,642
hybapr,146,642
faraoc,126,642
rinosy,155,642
mourmy,158,642
alsebl,14,642
rinosy,155,642
cappfr,160,642
swars2,139,642
mourmy,158,642
pterro,73,642
faraoc,126,642
virose,57,642
faraoc,126,642
sympgl,59,642
tet2pa,25,642
mourmy,158,642
tet2pa,25,642
tet2pa,25,642
des2pa,157,642
maquco,161,642
beilpe,9,642
tab2ar,26,642
gar2in,62,642
tachve,115,642
faraoc,126,642
mourmy,158,642
soroaf,150,642
perexa,190,642
alibed,169,642
cassel,95,642
alsebl,14,642
mourmy,158,642
virose,57,642
chr1ec,179,642
faraoc,126,642
maquco,161,642
eugeoe,170,642
hybapr,146,642
des2pa,157,643
ingaqu,167,643
hybapr,146,643
protpa,144,643
tet2pa,25,643
tet2pa,25,643
protte,4,643
malmsp,152,643
des2pa,157,643
faraoc,126,643
faraoc,126,643
cordbi,24,643
hybapr,146,643
eugeoe,170,643
faraoc,126,643
hybapr,146,643
des2pa,157,643
guarsp,168,643
hybapr,146,643
tachve,115,643
lacmpa,111,643
hybapr,146,643
protte,4,643
paligu,278,643
micone,243,643
beilpe,9,643
brosal,5,643
protte,4,643
protte,4,643
faraoc,126,643
soroaf,150,643
faraoc,126,643
hybapr,146,643
gar2ma,131,643
faraoc,126,643
hybapr,146,643
faraoc,126,643
faraoc,126,643
gar2in,62,643
loncla,88,643
oenoma,148,643
tachve,115,643
laciag,163,643
protte,4,643
perexa,190,643
des2pa,157,643
hybapr,146,643
tet2pa,25,643
hybapr,146,643
hybapr,146,643
soroaf,150,643
protte,4,643
des2pa,157,643
pipeco,240,643
socrex,182,643
des2pa,157,643
des2pa,157,643
cassel,95,643
hybapr,146,643
micoaf,215,643
swars2,139,643
hybapr,146,643
des2pa,157,643
cordbi,24,643
hybapr,146,643
hybapr,146,643
tri4ga,296,643
micone,243,643
protpa,144,643
soroaf,150,643
soroaf,150,643
des2pa,157,643
cou2cu,164,643
cupasy,124,643
soroaf,150,643
alsebl,14,643
hybapr,146,643
hybapr,146,643
mourmy,158,643
brosal,5,643
loncla,88,643
des2pa,157,643
mourmy,158,643
faraoc,126,643
des2pa,157,643
virose,57,643
rinosy,155,643
micone,243,643
hybapr,146,643
mourmy,158,643
hybapr,146,643
anaxpa,264,643
faraoc,126,643
randar,75,643
tet2pa,25,643
faraoc,126,643
tet2pa,25,643
brosal,5,643
rinosy,155,643
gar2in,62,643
micone,243,643
cecrin,101,643
protpa,144,643
cordla,132,643
faraoc,126,643
loncla,88,643
dio2ar,203,643
des2pa,157,643
loncla,88,643
pterro,73,643
faraoc,126,643
ingasa,151,643
faraoc,126,643
hybapr,146,643
zantp1,84,643
beilpe,9,643
hybapr,146,643
calolo,45,643
unonpi,76,643
sponra,20,643
tremmi,280,643
cecrob,117,643
cordla,132,643
hybapr,146,643
tachve,115,643
rinosy,155,643
gar2ma,131,643
protte,4,643
chr2ar,28,643
hybapr,146,643
faraoc,126,643
tet2pa,25,643
faraoc,126,643
protpa,144,643
faraoc,126,643
pterro,73,643
faraoc,126,643
loncla,88,643
heisco,43,643
soroaf,150,643
faraoc,126,643
faraoc,126,643
des2pa,157,643
soroaf,150,643
brosal,5,643
faraoc,126,643
socrex,182,643
nectci,90,643
faraoc,126,643
cupasy,124,643
pipeae,187,643
loncla,88,643
protpa,144,643
ingago,133,643
des2pa,157,643
des2pa,157,643
faraoc,126,643
virose,57,643
protpa,144,643
rinosy,155,643
virosu,2,643
alsebl,14,643
virose,57,643
maquco,161,643
cordla,132,643
ingath,251,643
simaam,39,643
faraoc,126,643
cordla,132,643
paligu,278,643
hybapr,146,643
hybapr,146,643
maquco,161,643
faraoc,126,643
micoaf,215,643
faraoc,126,643
maquco,161,643
rinosy,155,643
hybapr,146,643
tet2pa,25,643
hybapr,146,643
hybapr,146,643
poular,8,643
poular,8,643
hybapr,146,643
anaxpa,264,643
hybapr,146,643
anaxpa,264,643
anaxpa,264,643
hybapr,146,643
anaxpa,264,643
anaxpa,264,643
des2pa,157,643
faraoc,126,643
soroaf,150,643
faraoc,126,643
tet2pa,25,643
protpa,144,643
simaam,39,643
micoar,120,643
faraoc,126,643
protpa,144,643
alsebl,14,643
cecrin,101,643
alsebl,14,643
faraoc,126,643
faraoc,126,643
ery2ma,194,643
cordla,132,643
hybapr,146,643
tet2pa,25,643
simaam,39,643
alsebl,14,643
zantp1,84,643
aegipa,221,643
cecrin,101,643
cecrin,101,643
ingama,174,643
chr2ar,28,643
mourmy,158,643
beilpe,9,643
sponra,20,643
alsebl,14,643
cordbi,24,643
phoeci,92,643
pipeco,240,643
hybapr,146,643
anaxpa,264,643
anaxpa,264,643
hybapr,146,643
zantp1,84,643
sloate,13,643
tet2pa,25,643
soroaf,150,643
protte,4,643
protte,4,643
pterro,73,643
brosal,5,643
des2pa,157,643
tet2pa,25,643
faraoc,126,643
tab1ro,52,643
faraoc,126,643
faraoc,126,643
guatdu,71,643
mourmy,158,643
soroaf,150,643
faraoc,126,643
hybapr,146,643
lacmpa,111,643
soroaf,150,643
ocotpu,121,643
faraoc,126,643
coccco,134,643
faraoc,126,643
alsebl,14,643
faraoc,126,643
faraoc,126,643
oenoma,148,643
protpa,144,643
paligu,278,643
hybapr,146,643
micone,243,643
tachve,115,643
soroaf,150,643
tet2pa,25,643
swars2,139,643
tet2pa,25,643
poular,8,643
heisco,43,643
soroaf,150,643
heisco,43,643
lacmpa,111,643
soroaf,150,643
gar2ma,131,643
ingaum,188,643
tet2pa,25,643
faraoc,126,643
faraoc,126,643
maquco,161,643
faraoc,126,643
faraoc,126,643
hybapr,146,643
faraoc,126,643
des2pa,157,643
soroaf,150,643
des2pa,157,643
dio2ar,203,643
hybapr,146,643
faraoc,126,643
brosal,5,643
cassel,95,643
hybapr,146,643
hybapr,146,643
protte,4,643
loncla,88,643
protpa,144,643
faraoc,126,643
faraoc,126,643
cecrin,101,643
soroaf,150,643
tet2pa,25,643
faraoc,126,643
tet2pa,25,643
faraoc,126,643
faraoc,126,643
swars2,139,643
protpa,144,643
protte,4,643
protpa,144,643
herrpu,165,643
des2pa,157,643
cecrob,117,643
hybapr,146,643
perexa,190,643
alsebl,14,643
poular,8,643
pterro,73,643
socrex,182,643
protpa,144,643
faraoc,126,643
faraoc,126,643
faraoc,126,643
soroaf,150,643
simaam,39,643
tet2pa,25,643
virose,57,643
tet2pa,25,643
heisac,183,643
protpa,144,643
faraoc,126,643
tet2pa,25,643
hybapr,146,643
soroaf,150,643
unonpi,76,643
faraoc,126,643
socrex,182,643
virose,57,643
virose,57,643
maquco,161,643
paligu,278,643
hybapr,146,643
faraoc,126,643
faraoc,126,643
mourmy,158,643
anaxpa,264,643
poutre,23,643
ocotpu,121,643
oenoma,148,643
hybapr,146,643
tet2pa,25,643
alsebl,14,643
gar2ma,131,643
micoaf,215,643
hybapr,146,643
cecrin,101,643
oenoma,148,643
annosp,137,643
des2pa,157,643
faraoc,126,643
oenoma,148,643
des2pa,157,644
eugega,166,644
eugega,166,644
tachve,115,644
des2pa,157,644
hybapr,146,644
hybapr,146,644
hybapr,146,644
swars2,139,644
loncla,88,644
swars2,139,644
cordbi,24,644
cassel,95,644
des2pa,157,644
stylst,171,644
heisco,43,644
socrex,182,644
hybapr,146,644
chr2ar,28,644
hybapr,146,644
gar2in,62,644
des2pa,157,644
anaxpa,264,644
anaxpa,264,644
tri2tu,7,644
faraoc,126,644
faraoc,126,644
faraoc,126,644
soroaf,150,644
faraoc,126,644
mourmy,158,644
gar2ma,131,644
faraoc,126,644
hybapr,146,644
randar,75,644
tachve,115,644
pentma,173,644
virose,57,644
alsebl,14,644
paligu,278,644
pipeco,240,644
quaras,3,644
cordbi,24,644
anaxpa,264,644
hybapr,146,644
cassel,95,644
pipeco,240,644
faraoc,126,644
ingago,133,644
tet2pa,25,644
alsebl,14,644
pentma,173,644
acaldi,193,644
soroaf,150,644
virose,57,644
hybapr,146,644
pentma,173,644
pentma,173,644
mourmy,158,644
perexa,190,644
virose,57,644
oenoma,148,644
faraoc,126,644
des2pa,157,644
socrex,182,644
mourmy,158,644
pentma,173,644
alsebl,14,644
protpa,144,644
dendar,89,644
tri2tu,7,644
mourmy,158,644
swars2,139,644
swars2,139,644
nectci,90,644
ingaqu,167,644
eugeoe,170,644
tachve,115,644
guarsp,168,644
chr1ec,179,644
faraoc,126,644
ade1tr,105,644
soroaf,150,644
hybapr,146,644
hybapr,146,644
virose,57,644
maytsc,94,644
ocotob,213,644
tet2pa,25,644
faraoc,126,644
hybapr,146,644
oenoma,148,644
laciag,163,644
hybapr,146,644
swars2,139,644
faraoc,126,644
mourmy,158,644
margno,263,644
pterro,73,644
mourmy,158,644
hybapr,146,644
hybapr,146,644
hybapr,146,644
soroaf,150,644
alsebl,14,644
nectci,90,644
ingaum,188,644
faraoc,126,644
simaam,39,644
beilpe,9,644
alsebl,14,644
socrex,182,644
hybapr,146,644
virose,57,644
socrex,182,644
hybapr,146,644
hybapr,146,644
maquco,161,644
quaras,3,644
perexa,190,644
faraoc,126,644
gar2in,62,644
cordla,132,644
gar2ma,131,644
faraoc,126,644
faraoc,126,644
des2pa,157,644
oenoma,148,644
psycho,154,644
faraoc,126,644
chr1ec,179,644
swars2,139,644
soroaf,150,644
pterro,73,644
poular,8,644
acaldi,193,644
protte,4,644
faraoc,126,644
mourmy,158,644
laciag,163,644
ouralu,156,644
ery2pa,199,644
faraoc,126,644
oenoma,148,644
hybapr,146,644
hybapr,146,644
cassel,95,644
pterro,73,644
mourmy,158,644
eugeco,85,644
faraoc,126,644
hybapr,146,644
des2pa,157,644
randar,75,644
swars2,139,644
loncla,88,644
des2pa,157,644
gar2ma,131,644
hybapr,146,644
faraoc,126,644
swars2,139,644
protpa,144,644
faraoc,126,644
des2pa,157,644
beilpe,9,644
herrpu,165,644
alsebl,14,644
soroaf,150,644
ingath,251,644
des2pa,157,644
soroaf,150,644
alsebl,14,644
faraoc,126,644
des2pa,157,644
gar2ma,131,644
des2pa,157,644
maquco,161,644
hybapr,146,644
hybapr,146,644
oenoma,148,644
hybapr,146,644
hybapr,146,644
tri2tu,7,644
hassfl,96,644
hybapr,146,644
brosal,5,644
laciag,163,644
hybapr,146,644
sipapa,86,644
faraoc,126,644
hybapr,146,644
hybapr,146,644
protte,4,644
hybapr,146,644
hybapr,146,644
soroaf,150,644
swars2,139,644
hybapr,146,644
hybapr,146,644
alsebl,14,644
hybapr,146,644
eugene,18,644
hybapr,146,644
tachve,115,644
hybapr,146,644
hybapr,146,644
ingasa,151,644
sponra,20,644
nectci,90,644
hirttr,16,644
alsebl,14,644
nectci,90,644
pterro,73,644
ceibpe,69,644
tri2tu,7,644
tachve,115,644
beilpe,9,644
celtsc,142,644
quaras,3,644
turpoc,104,644
hybapr,146,644
hybapr,146,644
virose,57,644
faraoc,126,644
poutre,23,644
loncla,88,644
faraoc,126,644
hybapr,146,644
hybapr,146,644
pentma,173,644
hybapr,146,644
des2pa,157,644
mourmy,158,644
des2pa,157,644
maquco,161,644
annoac,147,644
hybapr,146,644
swars2,139,644
hybapr,146,644
hybapr,146,644
des2pa,157,644
gar2ma,131,644
tet2pa,25,644
des2pa,157,644
hybapr,146,645
nectci,90,645
mourmy,158,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
tri2tu,7,645
swars2,139,645
soroaf,150,645
faraoc,126,645
faraoc,126,645
faraoc,126,645
ingaum,188,645
socrex,182,645
faraoc,126,645
hybapr,146,645
simaam,39,645
alsebl,14,645
tri2tu,7,645
hybapr,146,645
hybapr,146,645
faraoc,126,645
randar,75,645
tab2ar,26,645
cappfr,160,645
mourmy,158,645
ouralu,156,645
maytsc,94,645
swars2,139,645
alsebl,14,645
eugeoe,170,645
hybapr,146,645
hybapr,146,645
cassel,95,645
hybapr,146,645
tri2tu,7,645
des2pa,157,645
des2pa,157,645
gar2in,62,645
mourmy,158,645
hybapr,146,645
hybapr,146,645
des2pa,157,645
hirttr,16,645
faraoc,126,645
alsebl,14,645
ingath,251,645
hampap,231,645
acaldi,193,645
hybapr,146,645
hybapr,146,645
neeaam,229,645
swars2,139,645
zantp1,84,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
tab2ar,26,645
gar2in,62,645
ocotpu,121,645
gar2in,62,645
hybapr,146,645
gar2in,62,645
hybapr,146,645
faraoc,126,645
faraoc,126,645
hybapr,146,645
acaldi,193,645
hybapr,146,645
hybapr,146,645
gar2in,62,645
paligu,278,645
nectci,90,645
hybapr,146,645
cecrin,101,645
ormoma,118,645
nectci,90,645
hybapr,146,645
swars2,139,645
des2pa,157,645
guapst,22,645
tri2tu,7,645
tri2tu,7,645
jac1co,27,645
tri2tu,7,645
paligu,278,645
jac1co,27,645
virose,57,645
hybapr,146,645
des2pa,157,645
des2pa,157,645
swars2,139,645
faraoc,126,645
cordbi,24,645
paligu,278,645
gar2ma,131,645
hybapr,146,645
des2pa,157,645
virose,57,645
des2pa,157,645
hybapr,146,645
des2pa,157,645
faraoc,126,645
brosal,5,645
unonpi,76,645
ingath,251,645
paligu,278,645
micone,243,645
guatdu,71,645
hybapr,146,645
des2pa,157,645
paligu,278,645
hybapr,146,645
faraoc,126,645
hybapr,146,645
hybapr,146,645
faraoc,126,645
swars2,139,645
eugeco,85,645
cappfr,160,645
faraoc,126,645
oenoma,148,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
faraoc,126,645
faraoc,126,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
des2pa,157,645
hybapr,146,645
faraoc,126,645
hybapr,146,645
socrex,182,645
faraoc,126,645
hybapr,146,645
alsebl,14,645
gar2in,62,645
faraoc,126,645
virose,57,645
hybapr,146,645
hybapr,146,645
swars2,139,645
hybapr,146,645
des2pa,157,645
hybapr,146,645
mourmy,158,645
hybapr,146,645
hybapr,146,645
faraoc,126,645
unonpi,76,645
swars2,139,645
faraoc,126,645
faraoc,126,645
faraoc,126,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
cupasy,124,645
gar2in,62,645
des2pa,157,645
hybapr,146,645
alsebl,14,645
hybapr,146,645
hybapr,146,645
maquco,161,645
hybapr,146,645
hybapr,146,645
swars2,139,645
faraoc,126,645
alsebl,14,645
eugeoe,170,645
ouralu,156,645
hybapr,146,645
heisco,43,645
faraoc,126,645
beilpe,9,645
tab2ar,26,645
gar2in,62,645
cordla,132,645
faraoc,126,645
hybapr,146,645
faraoc,126,645
faraoc,126,645
swars2,139,645
faraoc,126,645
eugeco,85,645
hybapr,146,645
faraoc,126,645
hybapr,146,645
sloate,13,645
hybapr,146,645
nectci,90,645
faraoc,126,645
eugeoe,170,645
hybapr,146,645
hybapr,146,645
des2pa,157,645
faraoc,126,645
tet2pa,25,645
hybapr,146,645
hirttr,16,645
soroaf,150,645
swars2,139,645
swars2,139,645
dio2ar,203,645
faraoc,126,645
gar2in,62,645
swars2,139,645
swars1,21,645
beilpe,9,645
alsebl,14,645
alsebl,14,645
hybapr,146,645
faraoc,126,645
faraoc,126,645
faraoc,126,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
faraoc,126,645
hybapr,146,645
hybapr,146,645
faraoc,126,645
des2pa,157,645
faraoc,126,645
ingago,133,645
hybapr,146,645
calolo,45,645
hybapr,146,645
hybapr,146,645
hybapr,146,645
cupasy,124,645
swars2,139,645
des2pa,157,645
mourmy,158,645
hybapr,146,645
mourmy,158,645
hybapr,146,645
hybapr,146,645
mourmy,158,645
hybapr,146,645
mourmy,158,645
des2pa,157,645
faraoc,126,645
faraoc,126,645
laetth,184,645
faraoc,126,645
des2pa,157,645
nectci,90,645
hybapr,146,645
faraoc,126,645
eugeoe,170,646
psycma,225,646
alsebl,14,646
psycma,225,646
des2pa,157,646
micoar,120,646
caseac,162,646
gar2in,62,646
micoaf,215,646
unonpi,76,646
paligu,278,646
micone,243,646
paligu,278,646
ingath,251,646
turpoc,104,646
tet2pa,25,646
hybapr,146,646
faraoc,126,646
swars2,139,646
gar2ma,131,646
faraoc,126,646
apeiti,40,646
ingaqu,167,646
ingama,174,646
micoar,120,646
des2pa,157,646
tet2pa,25,646
tet2pa,25,646
mourmy,158,646
hybapr,146,646
hybapr,146,646
gar2in,62,646
alsebl,14,646
coccco,134,646
des2pa,157,646
gar2in,62,646
laciag,163,646
psycho,154,646
mourmy,158,646
cordla,132,646
tet2pa,25,646
paligu,278,646
faraoc,126,646
acaldi,193,646
micone,243,646
paligu,278,646
micone,243,646
eugega,166,646
alsebl,14,646
guarsp,168,646
apeime,30,646
paligu,278,646
zantp1,84,646
cecrin,101,646
zantbe,79,646
paligu,278,646
alsebl,14,646
swars2,139,646
alsebl,14,646
annosp,137,646
faraoc,126,646
alsebl,14,646
paligu,278,646
mourmy,158,646
crotbi,239,646
hybapr,146,646
guargu,10,646
alsebl,14,646
faraoc,126,646
hybapr,146,646
nectci,90,646
hybapr,146,646
hirttr,16,646
hybapr,146,646
beilpe,9,646
swars2,139,646
solaha,244,646
guargu,10,646
dio2ar,203,646
paligu,278,646
hybapr,146,646
herrpu,165,646
ingath,251,646
poular,8,646
alsebl,14,646
faraoc,126,646
hybapr,146,646
faraoc,126,646
tri2pa,114,646
mourmy,158,646
perexa,190,646
laciag,163,646
protte,4,646
hybapr,146,646
hybapr,146,646
faraoc,126,646
malmsp,152,646
hybapr,146,646
des2pa,157,646
hybapr,146,646
des2pa,157,646
faraoc,126,646
hybapr,146,646
hybapr,146,646
hybapr,146,646
faraoc,126,646
des2pa,157,646
taline,149,646
hybapr,146,646
gar2in,62,646
hybapr,146,646
faraoc,126,646
tab2ar,26,646
hybapr,146,646
mourmy,158,646
mourmy,158,646
mourmy,158,646
faraoc,126,646
sipapa,86,646
ouralu,156,646
faraoc,126,646
des2pa,157,646
mourmy,158,646
cupasy,124,646
mourmy,158,646
hybapr,146,646
hybapr,146,646
hybapr,146,646
faraoc,126,646
swars2,139,646
alsebl,14,646
hybapr,146,646
hirttr,16,646
alsebl,14,646
gar2in,62,646
mourmy,158,646
swars2,139,646
eugega,166,646
hybapr,146,646
hybapr,146,646
hybapr,146,646
gar2in,62,646
mourmy,158,646
dio2ar,203,646
faraoc,126,646
neeaam,229,646
hybapr,146,646
hybapr,146,646
hybapr,146,646
hybapr,146,646
alsebl,14,646
mourmy,158,646
alsebl,14,646
perexa,190,646
hybapr,146,646
hybapr,146,646
protpa,144,646
herrpu,165,646
mourmy,158,646
protpa,144,646
eugega,166,646
alsebl,14,646
swars2,139,646
hybapr,146,646
swars2,139,646
faraoc,126,646
tet2pa,25,646
ingasa,151,646
swars2,139,646
faraoc,126,646
laciag,163,646
faraoc,126,646
des2pa,157,646
swars2,139,646
pterro,73,646
alsebl,14,646
simaam,39,646
alsebl,14,646
faraoc,126,646
faraoc,126,646
protte,4,646
ocotpu,121,646
hybapr,146,646
